UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
152080,1,29,3,4,R,12124,R,6650,R,5474,R,41,R,22,R,19,R,610,R,298,R,312,R,380,R,198,R,182,R,1100,R,571,R,529,R,2,R,1,R,1,R,7947,R,4431,R,3516,R,429,R,192,R,237,R,549,R,327,R,222,R,1066,R,610,R,456
152099,1,29,3,4,R,2418,R,959,R,1459,R,12,R,3,R,9,R,11,R,4,R,7,R,48,R,24,R,24,R,38,R,13,R,25,R,3,R,2,R,1,R,2133,R,828,R,1305,R,30,R,10,R,20,R,104,R,43,R,61,R,39,R,32,R,7
152150,1,29,3,4,R,37,R,2,R,35,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,1,R,30,R,2,R,28,R,3,R,0,R,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0
152220,1,29,3,4,R,81,R,6,R,75,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,25,R,3,R,22,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,49,R,2,R,47,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
152248,1,29,3,4,R,9422,R,4020,R,5402,R,19,R,10,R,9,R,205,R,82,R,123,R,1170,R,348,R,822,R,1389,R,589,R,800,R,14,R,3,R,11,R,5014,R,2108,R,2906,R,139,R,51,R,88,R,788,R,322,R,466,R,684,R,507,R,177
152266,1,29,3,4,R,6102,R,2456,R,3646,R,25,R,14,R,11,R,93,R,37,R,56,R,297,R,113,R,184,R,610,R,251,R,359,R,10,R,4,R,6,R,4911,R,1960,R,2951,R,119,R,43,R,76,R,0,R,0,R,0,R,37,R,34,R,3
152275,1,29,3,4,R,187,R,60,R,127,R,0,R,0,R,0,R,1,R,0,R,1,R,96,R,42,R,54,R,12,R,6,R,6,R,1,R,0,R,1,R,67,R,7,R,60,R,7,R,3,R,4,R,1,R,1,R,0,R,2,R,1,R,1
152309,1,29,3,4,R,51,R,6,R,45,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,3,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,41,R,3,R,38,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
152318,1,29,3,4,R,2302,R,1803,R,499,R,4,R,3,R,1,R,85,R,70,R,15,R,56,R,42,R,14,R,64,R,49,R,15,R,4,R,2,R,2,R,1729,R,1363,R,366,R,76,R,59,R,17,R,48,R,33,R,15,R,236,R,182,R,54
152327,1,29,3,4,R,39,R,5,R,34,R,1,R,0,R,1,R,0,R,0,R,0,R,9,R,2,R,7,R,1,R,0,R,1,R,0,R,0,R,0,R,28,R,3,R,25,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
152336,1,29,3,4,R,2381,R,686,R,1695,R,9,R,4,R,5,R,23,R,9,R,14,R,150,R,71,R,79,R,139,R,44,R,95,R,3,R,1,R,2,R,1952,R,516,R,1436,R,43,R,13,R,30,R,49,R,19,R,30,R,13,R,9,R,4
152363,1,29,3,4,R,1163,R,483,R,680,R,7,R,3,R,4,R,3,R,0,R,3,R,101,R,62,R,39,R,54,R,27,R,27,R,0,R,0,R,0,R,928,R,352,R,576,R,25,R,16,R,9,R,37,R,18,R,19,R,8,R,5,R,3
152381,1,29,3,4,R,887,R,40,R,847,R,8,R,0,R,8,R,11,R,1,R,10,R,39,R,5,R,34,R,13,R,0,R,13,R,0,R,0,R,0,R,719,R,28,R,691,R,0,R,0,R,0,R,80,R,6,R,74,R,17,R,0,R,17
152390,1,29,3,4,R,1479,R,0,R,1479,R,0,R,0,R,0,R,22,R,0,R,22,R,21,R,0,R,21,R,173,R,0,R,173,R,0,R,0,R,0,R,1136,R,0,R,1136,R,41,R,0,R,41,R,55,R,0,R,55,R,31,R,0,R,31
152415,1,29,3,4,R,366,R,33,R,333,R,1,Z,0,R,1,R,2,Z,0,R,2,R,156,R,8,R,148,R,88,R,15,R,73,R,1,Z,0,R,1,R,100,R,7,R,93,Z,0,Z,0,Z,0,R,17,R,2,R,15,R,1,R,1,Z,0
152451,1,29,3,4,R,246,R,203,R,43,Z,0,Z,0,Z,0,R,6,R,5,R,1,R,1,R,1,Z,0,R,8,R,8,Z,0,Z,0,Z,0,Z,0,R,197,R,155,R,42,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,34,R,34,Z,0
152497,1,29,3,4,R,269,R,8,R,261,R,1,R,1,R,0,R,0,R,0,R,0,R,13,R,0,R,13,R,8,R,0,R,8,R,1,R,0,R,1,R,246,R,7,R,239,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
152530,1,29,3,4,R,2245,R,1000,R,1245,R,5,R,2,R,3,R,65,R,34,R,31,R,48,R,22,R,26,R,57,R,25,R,32,R,4,R,3,R,1,R,1936,R,847,R,1089,R,20,R,10,R,10,R,9,R,3,R,6,R,101,R,54,R,47
152567,1,29,3,4,R,1875,R,1216,R,659,R,5,R,2,R,3,R,4,R,3,R,1,R,33,R,28,R,5,R,55,R,35,R,20,R,2,R,2,Z,0,R,1336,R,898,R,438,R,30,R,22,R,8,R,329,R,160,R,169,R,81,R,66,R,15
152600,1,29,3,4,R,4508,R,2144,R,2364,R,8,R,3,R,5,R,84,R,35,R,49,R,293,R,132,R,161,R,315,R,119,R,196,R,3,R,1,R,2,R,3051,R,1351,R,1700,R,95,R,53,R,42,R,105,R,39,R,66,R,554,R,411,R,143
152628,1,29,3,4,R,89,R,1,R,88,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,R,82,R,1,R,81,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
152637,1,29,3,4,R,18383,R,10203,R,8180,R,40,R,18,R,22,R,178,R,94,R,84,R,1896,R,953,R,943,R,888,R,511,R,377,R,20,R,15,R,5,R,13718,R,7573,R,6145,R,218,R,124,R,94,R,1388,R,891,R,497,R,37,R,24,R,13
152673,1,29,3,4,R,902,R,902,Z,0,R,4,R,4,Z,0,R,24,R,24,Z,0,R,53,R,53,Z,0,R,51,R,51,Z,0,R,1,R,1,Z,0,R,683,R,683,Z,0,R,27,R,27,Z,0,R,12,R,12,Z,0,R,47,R,47,Z,0
152798,1,29,3,4,R,581,R,40,R,541,R,0,R,0,R,0,R,6,R,1,R,5,R,8,R,1,R,7,R,3,R,0,R,3,R,0,R,0,R,0,R,557,R,37,R,520,R,5,R,0,R,5,R,0,R,0,R,0,R,2,R,1,R,1
152822,1,29,3,4,R,1019,R,453,R,566,R,6,R,2,R,4,R,19,R,7,R,12,R,50,R,25,R,25,R,59,R,27,R,32,R,3,R,2,R,1,R,643,R,269,R,374,R,23,R,11,R,12,R,188,R,89,R,99,R,28,R,21,R,7
152992,1,29,3,4,R,1174,R,486,R,688,R,10,R,2,R,8,R,18,R,6,R,12,R,69,R,57,R,12,R,94,R,46,R,48,R,1,R,1,R,0,R,924,R,354,R,570,R,15,R,7,R,8,R,0,R,0,R,0,R,43,R,13,R,30
153001,1,29,3,4,R,2399,R,805,R,1594,R,11,R,5,R,6,R,25,R,9,R,16,R,39,R,21,R,18,R,117,R,41,R,76,R,3,R,2,R,1,R,1956,R,631,R,1325,R,20,R,9,R,11,R,176,R,66,R,110,R,52,R,21,R,31
153074,1,29,3,4,R,122,R,4,R,118,R,0,R,0,R,0,R,2,R,0,R,2,R,5,R,0,R,5,R,2,R,0,R,2,R,0,R,0,R,0,R,113,R,4,R,109,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
153083,1,29,3,4,R,192,R,4,R,188,R,1,R,0,R,1,R,2,R,1,R,1,R,9,R,0,R,9,R,2,R,0,R,2,R,0,R,0,R,0,R,170,R,3,R,167,R,7,R,0,R,7,R,1,R,0,R,1,R,0,R,0,R,0
153092,1,29,3,4,R,11,R,6,R,5,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153108,1,29,3,4,R,1386,R,654,R,732,R,3,R,1,R,2,R,11,R,4,R,7,R,25,R,20,R,5,R,41,R,22,R,19,R,3,R,2,R,1,R,1188,R,557,R,631,R,43,R,11,R,32,R,52,R,29,R,23,R,20,R,8,R,12
153126,1,29,3,4,R,1225,R,399,R,826,R,7,R,1,R,6,R,9,R,4,R,5,R,38,R,29,R,9,R,36,R,19,R,17,R,1,R,1,R,0,R,1058,R,310,R,748,R,0,R,0,R,0,R,63,R,23,R,40,R,13,R,12,R,1
153144,1,29,3,4,R,1419,R,650,R,769,R,3,R,2,R,1,R,32,R,14,R,18,R,55,R,28,R,27,R,74,R,31,R,43,R,0,R,0,R,0,R,1080,R,480,R,600,R,48,R,27,R,21,R,65,R,35,R,30,R,62,R,33,R,29
153162,1,29,3,4,R,1125,R,506,R,619,R,8,R,3,R,5,R,35,R,18,R,17,R,60,R,19,R,41,R,144,R,55,R,89,R,3,R,2,R,1,R,729,R,337,R,392,R,33,R,16,R,17,R,47,R,26,R,21,R,66,R,30,R,36
153171,1,29,3,4,R,34,R,1,R,33,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,Z,0,Z,0,Z,0,R,27,R,1,R,26,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153214,1,29,3,4,R,20167,R,9304,R,10863,R,69,R,36,R,33,R,604,R,285,R,319,R,1363,R,662,R,701,R,1108,R,462,R,646,R,16,R,7,R,9,R,15503,R,7136,R,8367,R,460,R,197,R,263,R,889,R,431,R,458,R,155,R,88,R,67
153241,1,29,3,4,R,90,R,58,R,32,Z,0,Z,0,Z,0,R,28,R,28,Z,0,R,2,R,2,Z,0,R,9,R,9,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,50,R,18,R,32
153250,1,29,3,4,R,1430,R,772,R,658,R,2,Z,0,R,2,R,11,R,5,R,6,R,25,R,21,R,4,R,22,R,13,R,9,R,42,R,27,R,15,R,1168,R,628,R,540,Z,0,Z,0,Z,0,R,35,R,17,R,18,R,125,R,61,R,64
153269,1,29,3,4,R,5139,R,2143,R,2996,R,9,R,2,R,7,R,221,R,85,R,136,R,157,R,81,R,76,R,155,R,65,R,90,R,2,R,1,R,1,R,4198,R,1715,R,2483,R,60,R,27,R,33,R,72,R,34,R,38,R,265,R,133,R,132
153278,1,29,3,4,R,2023,R,1142,R,881,R,17,R,9,R,8,R,24,R,20,R,4,R,225,R,162,R,63,R,127,R,83,R,44,R,4,R,3,R,1,R,1304,R,690,R,614,R,50,R,25,R,25,R,260,R,141,R,119,R,12,R,9,R,3
153296,1,29,3,4,R,1034,R,516,R,518,R,5,R,0,R,5,R,2,R,2,R,0,R,147,R,134,R,13,R,65,R,36,R,29,R,3,R,2,R,1,R,729,R,297,R,432,R,24,R,16,R,8,R,47,R,22,R,25,R,12,R,7,R,5
153302,1,29,3,4,R,187,R,94,R,93,R,2,R,1,R,1,R,3,R,2,R,1,R,3,R,2,R,1,R,19,R,10,R,9,R,2,R,2,R,0,R,141,R,67,R,74,R,2,R,2,R,0,R,13,R,6,R,7,R,2,R,2,R,0
153311,1,29,3,4,R,8694,R,3739,R,4955,R,42,R,13,R,29,R,164,R,79,R,85,R,615,R,267,R,348,R,742,R,326,R,416,R,19,R,10,R,9,R,6379,R,2694,R,3685,R,198,R,86,R,112,R,486,R,245,R,241,R,49,R,19,R,30
153320,1,29,3,4,R,267,R,142,R,125,R,5,R,2,R,3,R,5,R,4,R,1,R,6,R,6,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,245,R,129,R,116,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0
153339,1,29,3,4,R,21,R,1,R,20,R,0,R,0,Z,0,R,2,R,0,R,2,R,0,R,0,Z,0,R,7,R,1,R,6,R,0,R,0,Z,0,R,12,R,0,R,12,R,0,R,0,Z,0,R,0,R,0,Z,0,R,0,R,0,Z,0
153366,1,29,3,4,R,2286,R,759,R,1527,R,19,R,7,R,12,R,32,R,12,R,20,R,177,R,97,R,80,R,134,R,57,R,77,R,19,R,7,R,12,R,1604,R,443,R,1161,R,69,R,30,R,39,R,132,R,50,R,82,R,100,R,56,R,44
153375,1,29,3,4,R,2129,R,894,R,1235,R,10,R,4,R,6,R,67,R,24,R,43,R,159,R,101,R,58,R,58,R,31,R,27,R,3,R,2,R,1,R,1567,R,601,R,966,R,69,R,35,R,34,R,161,R,73,R,88,R,35,R,23,R,12
153384,1,29,3,4,R,1721,R,791,R,930,R,3,R,1,R,2,R,126,R,45,R,81,R,98,R,46,R,52,R,140,R,69,R,71,R,0,R,0,R,0,R,985,R,457,R,528,R,71,R,28,R,43,R,88,R,43,R,45,R,210,R,102,R,108
153409,1,29,3,4,R,228,R,39,R,189,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,5,R,8,R,18,R,2,R,16,Z,0,Z,0,Z,0,R,183,R,31,R,152,Z,0,Z,0,Z,0,R,14,R,1,R,13,Z,0,Z,0,Z,0
153418,1,29,3,4,R,512,R,104,R,408,R,2,Z,0,R,2,R,8,Z,0,R,8,R,61,R,15,R,46,R,17,R,6,R,11,R,1,Z,0,R,1,R,414,R,81,R,333,Z,0,Z,0,Z,0,R,9,R,2,R,7,Z,0,Z,0,Z,0
153427,1,29,3,4,R,177,R,99,R,78,R,0,R,0,R,0,R,2,R,2,R,0,R,9,R,4,R,5,R,17,R,10,R,7,R,0,R,0,R,0,R,140,R,79,R,61,R,4,R,2,R,2,R,5,R,2,R,3,R,0,R,0,R,0
153445,1,29,3,4,R,5809,R,2498,R,3311,R,17,R,5,R,12,R,86,R,40,R,46,R,454,R,210,R,244,R,176,R,83,R,93,R,3,R,2,R,1,R,4978,R,2116,R,2862,R,81,R,37,R,44,R,0,R,0,R,0,R,14,R,5,R,9
153463,1,29,3,4,R,32,Z,0,R,32,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,27,Z,0,R,27,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153472,1,29,3,4,R,4604,R,2057,R,2547,R,15,R,9,R,6,R,25,R,10,R,15,R,145,R,60,R,85,R,155,R,83,R,72,R,3,R,3,R,0,R,3169,R,1338,R,1831,R,51,R,18,R,33,R,971,R,498,R,473,R,70,R,38,R,32
153524,1,29,3,4,R,5697,R,2904,R,2793,R,27,R,14,R,13,R,73,R,45,R,28,R,517,R,355,R,162,R,372,R,205,R,167,R,6,R,2,R,4,R,4214,R,2005,R,2209,R,56,R,25,R,31,R,388,R,229,R,159,R,44,R,24,R,20
153533,1,29,3,4,R,2574,R,1167,R,1407,R,15,R,9,R,6,R,36,R,17,R,19,R,103,R,44,R,59,R,107,R,65,R,42,R,7,R,3,R,4,R,2209,R,971,R,1238,R,12,R,5,R,7,R,61,R,32,R,29,R,24,R,21,R,3
153542,1,29,3,4,R,17,R,3,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,R,3,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153588,1,29,3,4,R,21,R,18,R,3,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,7,R,5,R,2,R,4,R,4,Z,0,Z,0,Z,0,Z,0,R,8,R,7,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153597,1,29,3,4,R,150,R,6,R,144,R,1,Z,0,R,1,R,3,Z,0,R,3,R,22,R,3,R,19,R,12,R,0,R,12,R,2,Z,0,R,2,R,108,R,3,R,105,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,0,R,0,Z,0
153603,1,29,3,4,R,32955,R,18466,R,14489,R,67,R,38,R,29,R,875,R,507,R,368,R,819,R,489,R,330,R,1334,R,719,R,615,R,29,R,21,R,8,R,24184,R,13290,R,10894,R,565,R,282,R,283,R,1285,R,767,R,518,R,3797,R,2353,R,1444
153621,1,29,3,4,R,599,R,217,R,382,R,3,R,2,R,1,R,4,R,0,R,4,R,37,R,18,R,19,R,30,R,17,R,13,R,2,R,2,R,0,R,392,R,119,R,273,R,10,R,4,R,6,R,84,R,42,R,42,R,37,R,13,R,24
153630,1,29,3,4,R,6861,R,2893,R,3968,R,116,R,60,R,56,R,89,R,28,R,61,R,616,R,370,R,246,R,435,R,193,R,242,R,15,R,6,R,9,R,5335,R,2104,R,3231,R,17,R,6,R,11,R,130,R,70,R,60,R,108,R,56,R,52
153658,1,29,3,4,R,29748,R,14372,R,15376,R,59,R,30,R,29,R,1010,R,489,R,521,R,818,R,357,R,461,R,1582,R,739,R,843,R,26,R,12,R,14,R,20741,R,9891,R,10850,R,626,R,287,R,339,R,1432,R,802,R,630,R,3454,R,1765,R,1689
153737,1,29,3,4,R,15076,R,7500,R,7576,R,68,R,36,R,32,R,413,R,217,R,196,R,1036,R,536,R,500,R,570,R,271,R,299,R,14,R,6,R,8,R,10973,R,5425,R,5548,R,316,R,139,R,177,R,1686,R,870,R,816,Z,0,Z,0,Z,0
153746,1,29,3,4,R,92,R,5,R,87,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,12,R,2,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,76,R,3,R,73,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153764,1,29,3,4,R,100,R,6,R,94,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,8,R,1,R,7,R,10,R,1,R,9,Z,0,Z,0,Z,0,R,80,R,4,R,76,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153773,1,29,3,4,R,103,R,3,R,100,R,0,R,0,R,0,R,3,R,0,R,3,R,2,R,1,R,1,R,7,R,0,R,7,R,0,R,0,R,0,R,91,R,2,R,89,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
153782,1,29,3,4,R,84,R,3,R,81,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,7,Z,0,R,7,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,70,R,3,R,67,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
153825,1,29,3,4,R,1621,R,827,R,794,R,3,R,2,R,1,R,12,R,9,R,3,R,35,R,29,R,6,R,93,R,56,R,37,R,1,R,0,R,1,R,1321,R,646,R,675,R,23,R,10,R,13,R,95,R,58,R,37,R,38,R,17,R,21
153834,1,29,3,4,R,2466,R,1066,R,1400,R,2,R,0,R,2,R,40,R,13,R,27,R,37,R,25,R,12,R,77,R,47,R,30,R,0,R,0,R,0,R,2106,R,881,R,1225,R,41,R,20,R,21,R,21,R,8,R,13,R,142,R,72,R,70
153861,1,29,3,4,R,1136,R,785,R,351,R,2,R,2,Z,0,R,19,R,14,R,5,R,101,R,70,R,31,R,53,R,29,R,24,Z,0,Z,0,Z,0,R,238,R,125,R,113,R,28,R,12,R,16,R,18,R,12,R,6,R,677,R,521,R,156
153922,1,29,3,4,R,2101,R,838,R,1263,R,40,R,22,R,18,R,29,R,9,R,20,R,77,R,47,R,30,R,245,R,91,R,154,R,3,R,2,R,1,R,1393,R,514,R,879,R,18,R,5,R,13,R,234,R,115,R,119,R,62,R,33,R,29
153977,1,29,3,4,R,831,R,123,R,708,R,5,R,1,R,4,R,24,R,3,R,21,R,31,R,4,R,27,R,20,R,6,R,14,R,1,Z,0,R,1,R,736,R,106,R,630,R,1,Z,0,R,1,R,13,R,3,R,10,R,0,R,0,Z,0
154004,1,29,3,4,R,2542,R,840,R,1702,R,6,R,3,R,3,R,12,R,7,R,5,R,20,R,11,R,9,R,82,R,37,R,45,R,3,R,1,R,2,R,2074,R,659,R,1415,R,30,R,15,R,15,R,294,R,90,R,204,R,21,R,17,R,4
154013,1,29,3,4,R,1761,R,542,R,1219,R,11,R,3,R,8,R,31,R,11,R,20,R,69,R,35,R,34,R,31,R,10,R,21,R,2,R,2,R,0,R,1477,R,399,R,1078,R,9,R,2,R,7,R,77,R,33,R,44,R,54,R,47,R,7
154022,1,29,3,4,R,58104,R,16414,R,41690,R,555,R,131,R,424,R,687,R,278,R,409,R,21018,R,4861,R,16157,R,5315,R,1696,R,3619,R,433,R,109,R,324,R,27338,R,8515,R,18823,R,1568,R,433,R,1135,R,1088,R,326,R,762,R,102,R,65,R,37
154059,1,29,3,4,R,3207,R,1420,R,1787,R,11,R,5,R,6,R,34,R,15,R,19,R,108,R,57,R,51,R,147,R,73,R,74,R,0,R,0,R,0,R,2795,R,1212,R,1583,R,31,R,13,R,18,R,49,R,22,R,27,R,32,R,23,R,9
154095,1,29,3,4,R,12159,R,5030,R,7129,R,24,R,9,R,15,R,107,R,40,R,67,R,341,R,159,R,182,R,322,R,146,R,176,R,7,R,1,R,6,R,10404,R,4217,R,6187,R,179,R,75,R,104,R,255,R,108,R,147,R,520,R,275,R,245
154101,1,29,3,4,R,1233,R,532,R,701,R,4,R,3,R,1,R,11,R,5,R,6,R,26,R,22,R,4,R,69,R,44,R,25,R,0,R,0,R,0,R,1041,R,411,R,630,R,19,R,9,R,10,R,30,R,19,R,11,R,33,R,19,R,14
154110,1,29,3,4,R,5201,R,2080,R,3121,R,12,R,4,R,8,R,24,R,7,R,17,R,130,R,47,R,83,R,73,R,29,R,44,R,6,R,4,R,2,R,4792,R,1915,R,2877,R,20,R,8,R,12,R,139,R,65,R,74,R,5,R,1,R,4
154129,1,29,3,4,R,1628,R,716,R,912,R,13,R,10,R,3,R,18,R,6,R,12,R,4,R,1,R,3,R,68,R,29,R,39,R,0,R,0,R,0,R,1451,R,636,R,815,R,21,R,9,R,12,R,53,R,25,R,28,R,0,R,0,R,0
154156,1,29,3,4,R,1763,R,814,R,949,R,1,R,1,R,0,R,179,R,81,R,98,R,46,R,16,R,30,R,32,R,15,R,17,R,2,R,2,R,0,R,1413,R,664,R,749,R,42,R,15,R,27,R,44,R,18,R,26,R,4,R,2,R,2
154165,1,29,3,4,R,63,R,1,R,62,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,58,R,1,R,57,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154174,1,29,3,4,R,2135,R,1286,R,849,R,12,R,9,R,3,R,160,R,103,R,57,R,70,R,35,R,35,R,134,R,63,R,71,R,13,R,5,R,8,R,1684,R,1033,R,651,R,39,R,23,R,16,R,21,R,13,R,8,R,2,R,2,Z,0
154208,1,29,3,4,R,141,R,4,R,137,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,130,R,4,R,126,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0
154235,1,29,3,4,R,3607,R,1456,R,2151,R,7,R,5,R,2,R,38,R,17,R,21,R,126,R,80,R,46,R,199,R,82,R,117,R,2,R,0,R,2,R,2925,R,1129,R,1796,R,55,R,21,R,34,R,179,R,68,R,111,R,76,R,54,R,22
154262,1,29,3,4,R,184,R,28,R,156,R,1,Z,0,R,1,R,6,R,2,R,4,R,4,R,2,R,2,R,12,Z,0,R,12,R,1,R,1,Z,0,R,158,R,23,R,135,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154332,1,29,3,4,R,47,R,2,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,39,R,1,R,38,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154341,1,29,3,4,R,64,R,5,R,59,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,9,Z,0,R,9,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,48,R,5,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154350,1,29,3,4,R,1773,R,768,R,1005,R,14,R,5,R,9,R,16,R,6,R,10,R,35,R,24,R,11,R,34,R,13,R,21,R,0,R,0,R,0,R,1536,R,671,R,865,R,32,R,11,R,21,R,87,R,32,R,55,R,19,R,6,R,13
154378,1,29,3,4,R,3225,R,1302,R,1923,R,27,R,11,R,16,R,33,R,17,R,16,R,117,R,47,R,70,R,127,R,52,R,75,R,5,R,3,R,2,R,2711,R,1075,R,1636,R,90,R,40,R,50,R,80,R,34,R,46,R,35,R,23,R,12
154396,1,29,3,4,R,1573,R,645,R,928,R,5,R,3,R,2,R,11,R,4,R,7,R,32,R,19,R,13,R,42,R,22,R,20,R,1,R,1,R,0,R,1432,R,567,R,865,R,33,R,15,R,18,R,6,R,4,R,2,R,11,R,10,R,1
154448,1,29,3,4,R,190,R,7,R,183,R,1,R,0,R,1,R,2,R,0,R,2,R,16,R,3,R,13,R,17,R,0,R,17,R,0,R,0,R,0,R,152,R,4,R,148,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1
154457,1,29,3,4,R,54,Z,0,R,54,R,3,Z,0,R,3,R,3,Z,0,R,3,R,2,Z,0,R,2,R,14,Z,0,R,14,Z,0,Z,0,Z,0,R,32,Z,0,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154466,1,29,3,4,R,68,R,1,R,67,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,8,Z,0,R,8,Z,0,Z,0,Z,0,R,57,Z,0,R,57,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
154493,1,29,3,4,R,5304,R,2048,R,3256,R,26,R,8,R,18,R,60,R,23,R,37,R,950,R,347,R,603,R,207,R,90,R,117,R,9,R,3,R,6,R,3644,R,1365,R,2279,R,57,R,24,R,33,R,248,R,124,R,124,R,103,R,64,R,39
154518,1,29,3,4,R,1150,R,700,R,450,R,7,R,3,R,4,R,20,R,17,R,3,R,171,R,102,R,69,R,77,R,43,R,34,R,5,R,2,R,3,R,830,R,506,R,324,R,10,R,7,R,3,R,15,R,6,R,9,R,15,R,14,R,1
154527,1,29,3,4,R,1714,R,812,R,902,R,2,R,2,R,0,R,14,R,8,R,6,R,105,R,62,R,43,R,39,R,23,R,16,R,1,R,1,R,0,R,1339,R,598,R,741,R,35,R,17,R,18,R,18,R,10,R,8,R,161,R,91,R,70
